lemma,pos,cefr,gender,word,plural,pluralPattern,singularOnly,pluralOnly,governedCase,partizipII,auxiliary,praesens3sg,isSeparable,exampleDE,exampleEN,sourceLine,verification
ab,other,A1,,ab,,,0,0,,,,,0,Ab morgen muss ich arbeiten.,I have to work from tomorrow.,ab	Ab morgen muss ich arbeiten.	I have to work from tomorrow.,
die Übersetzung,noun,A2,die,Übersetzung,Übersetzungen,-en,0,0,,,,,0,Ich brauche eine Übersetzung von meinem Zeugnis.,I need a translation of my certificate.,"die Übersetzung, -en	Ich brauche eine Übersetzung von meinem Zeugnis.	I need a translation of my certificate.",verified
"überweisen, überweist",other,A2,,"überweisen, überweist",,,0,0,,,,,0,Sie können das Geld auch überweisen.,You can also transfer the money.,"überweisen, überweist	Sie können das Geld auch überweisen.	You can also transfer the money.",
"umsteigen, steigt um",other,A2,,"umsteigen, steigt um",,,0,0,,,,,0,Sie müssen in Mannheim umsteigen.,You need to change trains in Mannheim.,"umsteigen, steigt um	Sie müssen in Mannheim umsteigen.	You need to change trains in Mannheim.",
"umziehen, zieht um",other,A2,,"umziehen, zieht um",,,0,0,,,,,0,Nächsten Monat ziehen wir um.,Next month we are moving.,"umziehen, zieht um	Nächsten Monat ziehen wir um.	Next month we are moving.",
"sich umziehen, zieht sich um",other,A2,,"sich umziehen, zieht sich um",,,0,0,,,,,0,"Warte bitte, ich muss mich noch umziehen.","Please wait, I need to change clothes.","sich umziehen, zieht sich um	Warte bitte, ich muss mich noch umziehen.	Please wait, I need to change clothes.",
der Umzug,noun,A2,der,Umzug,Umzüge,¨-e,0,0,,,,,0,Der Umzug ist nächste Woche.,The move is next week.,"der Umzug, ¨-e	Der Umzug ist nächste Woche.	The move is next week.",verified
unbedingt,other,A2,,unbedingt,,,0,0,,,,,0,Ich muss unbedingt mit dir sprechen.,I must absolutely talk to you.,unbedingt	Ich muss unbedingt mit dir sprechen.	I must absolutely talk to you.,
der Unfall,noun,A2,der,Unfall,Unfälle,¨-e,0,0,,,,,0,Ich hatte gestern einen Unfall.,I had an accident yesterday.,"der Unfall, ¨-e	Ich hatte gestern einen Unfall.	I had an accident yesterday.",verified
die Universität,noun,A2,die,Universität,Universitäten,-en,0,0,,,,,0,Er studiert an der Universität Freiburg.,He studies at the University of Freiburg.,"die Universität, -en	Er studiert an der Universität Freiburg.	He studies at the University of Freiburg.",verified
"unterhalten (sich), unterhält",other,A2,,"unterhalten (sich), unterhält",,,0,0,,,,,0,Andreas und Nessrin unterhalten sich.,Andreas and Nessrin are talking.,"unterhalten (sich), unterhält	Andreas und Nessrin unterhalten sich.	Andreas and Nessrin are talking.",
die Unterkunft,noun,A2,die,Unterkunft,Unterkünfte,¨-e,0,0,,,,,0,Ich suche noch eine Unterkunft in Basel. Kennst du ein günstiges Hotel?,I am still looking for accommodation in Basel. Do you know a cheap hotel?,"die Unterkunft, ¨-e	Ich suche noch eine Unterkunft in Basel. Kennst du ein günstiges Hotel?	I am still looking for accommodation in Basel. Do you know a cheap hotel?",verified
"unternehmen, unternimmt",other,A2,,"unternehmen, unternimmt",,,0,0,,,,,0,Wollen wir heute Abend etwas unternehmen?,Do you want to do something this evening?,"unternehmen, unternimmt	Wollen wir heute Abend etwas unternehmen?	Do you want to do something this evening?",
der Unterschied,noun,A2,der,Unterschied,Unterschiede,-e,0,0,,,,,0,Was ist der Unterschied zwischen den beiden Kursen? - Die Kurse sind gleich. Es gibt keinen Unterschied.,What is the difference between the two courses? - The courses are the same. There is no difference.,"der Unterschied, -e	Was ist der Unterschied zwischen den beiden Kursen? - Die Kurse sind gleich. Es gibt keinen Unterschied.	What is the difference between the two courses? - The courses are the same. There is no difference.",verified
"unterschreiben, unterschreibt",other,A2,,"unterschreiben, unterschreibt",,,0,0,,,,,0,Wo muss ich unterschreiben?,Where do I need to sign?,"unterschreiben, unterschreibt	Wo muss ich unterschreiben?	Where do I need to sign?",
"untersuchen, untersucht",other,A2,,"untersuchen, untersucht",,,0,0,,,,,0,Der Arzt hat mich untersucht.,The doctor examined me.,"untersuchen, untersucht	Der Arzt hat mich untersucht.	The doctor examined me.",
"unterwegs sein, ist unterwegs",other,A2,,"unterwegs sein, ist unterwegs",,,0,0,,,,,0,Warte bitte auf mich. Ich bin unterwegs und komme gleich.,Please wait for me. I am on my way and will be there soon.,"unterwegs sein, ist unterwegs	Warte bitte auf mich. Ich bin unterwegs und komme gleich.	Please wait for me. I am on my way and will be there soon.",
verabredet sein,other,A2,,verabredet sein,,,0,0,,,,,0,Ich bin mit meiner Freundin verabredet.,I have an appointment with my girlfriend.,verabredet sein	Ich bin mit meiner Freundin verabredet.	I have an appointment with my girlfriend.,
die Veranstaltung,noun,A2,die,Veranstaltung,Veranstaltungen,-en,0,0,,,,,0,Am Samstag ist unser Restaurant geschlossen. Wir haben eine Veranstaltung.,"On Saturday, our restaurant is closed. We have an event.","die Veranstaltung, -en	Am Samstag ist unser Restaurant geschlossen. Wir haben eine Veranstaltung.	On Saturday, our restaurant is closed. We have an event.",verified
verbieten / verboten sein,other,A2,,verbieten / verboten sein,,,0,0,,,,,0,Hier ist Rauchen verboten.,Smoking is prohibited here.,verbieten / verboten sein	Hier ist Rauchen verboten.	Smoking is prohibited here.,
"verdienen, verdient",other,A2,,"verdienen, verdient",,,0,0,,,,,0,Ich verdiene 1.500 Euro im Monat.,"I earn 1,500 euros a month.","verdienen, verdient	Ich verdiene 1.500 Euro im Monat.	I earn 1,500 euros a month.",
"vereinbaren, vereinbart",other,A2,,"vereinbaren, vereinbart",,,0,0,,,,,0,Können wir einen Termin vereinbaren?,Can we schedule an appointment?,"vereinbaren, vereinbart	Können wir einen Termin vereinbaren?	Can we schedule an appointment?",
"vergessen, vergisst",other,A2,,"vergessen, vergisst",,,0,0,,,,,0,Ich habe meine Hausaufgaben vergessen.,I forgot my homework.,"vergessen, vergisst	Ich habe meine Hausaufgaben vergessen.	I forgot my homework.",
"vergleichen, vergleicht",other,A2,,"vergleichen, vergleicht",,,0,0,,,,,0,Vergleichen Sie die Angebote!,Compare the offers!,"vergleichen, vergleicht	Vergleichen Sie die Angebote!	Compare the offers!",
"verkaufen, verkauft",other,A2,,"verkaufen, verkauft",,,0,0,,,,,0,Er verkauft sein altes Auto.,He is selling his old car.,"verkaufen, verkauft	Er verkauft sein altes Auto.	He is selling his old car.",
der Verkehr,noun,A2,der,Verkehr,,,1,0,,,,,0,Morgens gibt es hier immer viel Verkehr.,"In the morning, there is always a lot of traffic here.","der Verkehr (Sg.)	Morgens gibt es hier immer viel Verkehr.	In the morning, there is always a lot of traffic here.",verified
das Verkehrsmittel,noun,A2,das,Verkehrsmittel,Verkehrsmittel,-,0,0,,,,,0,Welche Verkehrsmittel benutzen Sie oft?,Which means of transportation do you use often?,"das Verkehrsmittel, -	Welche Verkehrsmittel benutzen Sie oft?	Which means of transportation do you use often?",verified
"verletzen (sich), verletzt",other,A2,,"verletzen (sich), verletzt",,,0,0,,,,,0,"Sind Sie verletzt? – Ja, am Bein.","Are you injured? – Yes, on the leg.","verletzen (sich), verletzt	Sind Sie verletzt? – Ja, am Bein.	Are you injured? – Yes, on the leg.",
"verlieben (sich), verliebt",other,A2,,"verlieben (sich), verliebt",,,0,0,,,,,0,Ich bin total verliebt.,I am totally in love.,"verlieben (sich), verliebt	Ich bin total verliebt.	I am totally in love.",
"verlieren, verliert",other,A2,,"verlieren, verliert",,,0,0,,,,,0,Ich habe meinen Schlüssel verloren.,I lost my key.,"verlieren, verliert	Ich habe meinen Schlüssel verloren.	I lost my key.",
"vermieten, vermietet",other,A2,,"vermieten, vermietet",,,0,0,,,,,0,Die Wohnung ist schon vermietet.,The apartment is already rented.,"vermieten, vermietet	Die Wohnung ist schon vermietet.	The apartment is already rented.",
"verpassen, verpasst",other,A2,,"verpassen, verpasst",,,0,0,,,,,0,Ich habe den Zug verpasst.,I missed the train.,"verpassen, verpasst	Ich habe den Zug verpasst.	I missed the train.",
"verreisen, verreist",other,A2,,"verreisen, verreist",,,0,0,,,,,0,Verreist ihr in den Ferien?,Are you going away for the holidays?,"verreisen, verreist	Verreist ihr in den Ferien?	Are you going away for the holidays?",
"verschieben, verschiebt",other,A2,,"verschieben, verschiebt",,,0,0,,,,,0,Leider muss ich den Termin verschieben.,"Unfortunately, I have to reschedule the appointment.","verschieben, verschiebt	Leider muss ich den Termin verschieben.	Unfortunately, I have to reschedule the appointment.",
verschieden,verb,A2,,verschieden,,,0,0,,,,,0,Unsere beiden Kinder sind sehr verschieden.,Our two children are very different.,verschieden	Unsere beiden Kinder sind sehr verschieden.	Our two children are very different.,
die Verspätung,noun,A2,die,Verspätung,Verspätungen,-en,0,0,,,,,0,Unser Zug hat leider 15 Minuten Verspätung.,Our train is unfortunately 15 minutes late.,"die Verspätung, -en	Unser Zug hat leider 15 Minuten Verspätung.	Our train is unfortunately 15 minutes late.",verified
"verstehen, versteht",other,A2,,"verstehen, versteht",,,0,0,,,,,0,Können Sie mich verstehen?,Can you understand me?,"verstehen, versteht	Können Sie mich verstehen?	Can you understand me?",
"versuchen, versucht",other,A2,,"versuchen, versucht",,,0,0,,,,,0,Kann ich es auch einmal versuchen?,Can I try it once too?,"versuchen, versucht	Kann ich es auch einmal versuchen?	Can I try it once too?",
der Vertrag,noun,A2,der,Vertrag,Verträge,¨-e,0,0,,,,,0,Ich muss den Vertrag noch unterschreiben.,I need to sign the contract.,"der Vertrag, ¨-e	Ich muss den Vertrag noch unterschreiben.	I need to sign the contract.",verified
"viel, -e",other,A2,,"viel, -e",,,0,0,,,,,0,Ich habe leider nicht viel Zeit.,I unfortunately don't have much time.,"viel, -e	Ich habe leider nicht viel Zeit.	I unfortunately don't have much time.",
der Vogel,noun,A2,der,Vogel,Vögel,¨-,0,0,,,,,0,Nadine mag Vögel.,Nadine likes birds.,"der Vogel, ¨-	Nadine mag Vögel.	Nadine likes birds.",verified
voll,other,A2,,voll,,,0,0,,,,,0,Morgens und abends sind die Züge immer sehr voll.,"In the mornings and evenings, the trains are always very full.","voll	Morgens und abends sind die Züge immer sehr voll.	In the mornings and evenings, the trains are always very full.",
der Volleyball,noun,A2,der,Volleyball,Volleybälle,¨-e,0,0,,,,,0,Ich spiele gern Volleyball.,I like to play volleyball.,"der Volleyball, ¨-e	Ich spiele gern Volleyball.	I like to play volleyball.",verified
vorbei,other,A2,,vorbei,,,0,0,,,,,0,Die Linie 8 fährt am Krankenhaus vorbei.,Line 8 passes by the hospital.,vorbei	Die Linie 8 fährt am Krankenhaus vorbei.	Line 8 passes by the hospital.,
"vorbereiten, vorbereitet",other,A2,,"vorbereiten, vorbereitet",,,0,0,,,,,0,Morgen mache ich eine Party. Ich muss noch viel dafür vorbereiten.,I am having a party tomorrow. I still need to prepare a lot for it.,"vorbereiten, vorbereitet	Morgen mache ich eine Party. Ich muss noch viel dafür vorbereiten.	I am having a party tomorrow. I still need to prepare a lot for it.",
vorgestern,verb,A2,,vorgestern,,,0,0,,,,,1,Er hat mich vorgestern angerufen.,He called me the day before yesterday.,vorgestern	Er hat mich vorgestern angerufen.	He called me the day before yesterday.,
vorher,other,A2,,vorher,,,0,0,,,,,0,Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.,"I will come with you to the café. But first, I need to go to the bank.","vorher	Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.	I will come with you to the café. But first, I need to go to the bank.",
vorn(e),other,A2,,vorn(e),,,0,0,,,,,0,Bitte vorn(e) einsteigen!,Please board at the front!,vorn(e)	Bitte vorn(e) einsteigen!	Please board at the front!,
der Vorschlag,noun,A2,der,Vorschlag,Vorschläge,¨-e,0,0,,,,,0,Was machen wir am Wochenende? Hast du einen guten Vorschlag?,What shall we do on the weekend? Do you have a good suggestion?,"der Vorschlag, ¨-e	Was machen wir am Wochenende? Hast du einen guten Vorschlag?	What shall we do on the weekend? Do you have a good suggestion?",verified
vorsichtig,other,A2,,vorsichtig,,,0,0,,,,,0,Sei vorsichtig!,Be careful!,vorsichtig	Sei vorsichtig!	Be careful!,
"vorstellen (sich), vorgestellt",other,A2,,"vorstellen (sich), vorgestellt",,,0,0,,,,,0,Wir wollen uns kennenlernen. Können Sie sich bitte vorstellen?,We want to get to know each other. Can you please introduce yourself?,"vorstellen (sich), vorgestellt	Wir wollen uns kennenlernen. Können Sie sich bitte vorstellen?	We want to get to know each other. Can you please introduce yourself?",
vorwärts,other,A2,,vorwärts,,,0,0,,,,,0,Fahren Sie bitte noch ein Stück vorwärts.,Please drive a little further forward.,vorwärts	Fahren Sie bitte noch ein Stück vorwärts.	Please drive a little further forward.,
wach,other,A2,,wach,,,0,0,,,,,0,Bist du schon lange wach?,Have you been awake for a long time?,wach	Bist du schon lange wach?	Have you been awake for a long time?,
der Wagen,noun,A2,der,Wagen,Wagen,–,0,0,,,,,0,Wo steht Ihr Wagen?,Where is your car parked?,"der Wagen, –	Wo steht Ihr Wagen? 	Where is your car parked?",unverified
"wählen, wählt",other,A2,,"wählen, wählt",,,0,0,,,,,0,Sie müssen erst eine Null wählen.,You first need to dial a zero.,"wählen, wählt	Sie müssen erst eine Null wählen. 	You first need to dial a zero.",
wahr,other,A2,,wahr,,,0,0,,,,,0,Das ist (nicht) wahr!,That is (not) true!,wahr	Das ist (nicht) wahr! 	That is (not) true!,
wahrscheinlich,other,A2,,wahrscheinlich,,,0,0,,,,,0,Wahrscheinlich mache ich im Herbst einen Deutschkurs.,I'll probably take a German course in the fall.,wahrscheinlich	Wahrscheinlich mache ich im Herbst einen Deutschkurs. 	I'll probably take a German course in the fall.,
der Wald,noun,A2,der,Wald,Wälder,¨-er,0,0,,,,,0,Im Wald ist es ruhig.,It is quiet in the forest.,"der Wald, ¨-er	Im Wald ist es ruhig. 	It is quiet in the forest.",verified
"wandern, wandert",other,A2,,"wandern, wandert",,,0,0,,,,,0,Wir gehen oft wandern.,We often go hiking.,"wandern, wandert	Wir gehen oft wandern. 	We often go hiking.",
warm,other,A2,,warm,,,0,0,,,,,0,Hier ist es sehr warm.,It is very warm here.,warm	Hier ist es sehr warm. 	It is very warm here.,
"warten, wartet",other,A2,,"warten, wartet",,,0,0,,,,,0,Können Sie ein paar Minuten warten?,Can you wait a few minutes?,"warten, wartet	Können Sie ein paar Minuten warten? 	Can you wait a few minutes?",
die Wäsche,noun,A2,die,Wäsche,Wäschen,-n,0,0,,,,,0,Ich muss noch Wäsche waschen.,I still need to do laundry.,"die Wäsche, -n	Ich muss noch Wäsche waschen. 	I still need to do laundry.",verified
"waschen (sich), wäscht",other,A2,,"waschen (sich), wäscht",,,0,0,,,,,0,Wo kann ich mir die Hände waschen?,Where can I wash my hands?,"waschen (sich), wäscht	Wo kann ich mir die Hände waschen? 	Where can I wash my hands?",
die Webseite,noun,A2,die,Webseite,Webseiten,-n,0,0,,,,,0,Es gibt viele Webseiten mit Grammatikübungen.,There are many websites with grammar exercises.,"die Webseite, -n	Es gibt viele Webseiten mit Grammatikübungen. 	There are many websites with grammar exercises.",verified
"wechseln, wechselt",other,A2,,"wechseln, wechselt",,,0,0,,,,,0,Wir müssen den Reifen wechseln.,We need to change the tire.,"wechseln, wechselt	Wir müssen den Reifen wechseln. 	We need to change the tire.",
"wecken, weckt",other,A2,,"wecken, weckt",,,0,0,,,,,0,Bitte wecken Sie mich morgen früh um fünf.,Please wake me up tomorrow morning at five.,"wecken, weckt	Bitte wecken Sie mich morgen früh um fünf. 	Please wake me up tomorrow morning at five.",
weg/weg-,other,A2,,weg/weg-,,,0,0,,,,,0,Meine Brille ist weg. Ich finde sie nicht mehr.,My glasses are gone. I can't find them anymore.,weg/weg-	Meine Brille ist weg. Ich finde sie nicht mehr. 	My glasses are gone. I can't find them anymore.,
der Weg,noun,A2,der,Weg,Wege,-e,0,0,,,,,0,Das ist der kürzeste Weg.,This is the shortest way.,"der Weg, -e	Das ist der kürzeste Weg. 	This is the shortest way.",verified
wegen,preposition,A2,,wegen,,,0,0,genitiv,,,,0,Wegen seiner Arbeit kann er leider nicht kommen.,He can't come because of his work.,wegen	Wegen seiner Arbeit kann er leider nicht kommen. 	He can't come because of his work.,
"wehtun, tut weh",other,A2,,"wehtun, tut weh",,,0,0,,,,,0,Wo tut es weh?,Where does it hurt?,"wehtun, tut weh	Wo tut es weh? 	Where does it hurt?",
weich,other,A2,,weich,,,0,0,,,,,0,Ich möchte zum Frühstück ein weiches Ei.,I would like a soft-boiled egg for breakfast.,weich	Ich möchte zum Frühstück ein weiches Ei. 	I would like a soft-boiled egg for breakfast.,
weil,other,A2,,weil,,,0,0,,,,,0,"Ich kann nicht kommen, weil ich arbeiten muss.",I can't come because I have to work.,"weil	Ich kann nicht kommen, weil ich arbeiten muss. 	I can't come because I have to work.",
"weinen, weint",other,A2,,"weinen, weint",,,0,0,,,,,0,Warum weint das Baby?,Why is the baby crying?,"weinen, weint	Warum weint das Baby? 	Why is the baby crying?",
"welcher, -e, -s",other,A2,,"welcher, -e, -s",,,0,0,,,,,0,Welcher Tag ist heute?,What day is it today?,"welcher, -e, -s	Welcher Tag ist heute? 	What day is it today?",
"wenig, -e",other,A2,,"wenig, -e",,,0,0,,,,,0,Ich habe leider nur wenig verstanden.,"Unfortunately, I only understood a little.","wenig, -e	Ich habe leider nur wenig verstanden. 	Unfortunately, I only understood a little.",
wenigstens,other,A2,,wenigstens,,,0,0,,,,,0,"Ich habe keinen Hunger. - Ach, essen Sie wenigstens ein Stück Kuchen.","I'm not hungry. - Oh, at least eat a piece of cake.","wenigstens	Ich habe keinen Hunger. - Ach, essen Sie wenigstens ein Stück Kuchen. 	I'm not hungry. - Oh, at least eat a piece of cake.",
